"client","frequency","recency","monetary"
2704,1,303,130.68999862
2703,1,188,130.589998247
2702,1,229,130.52000046
2701,1,31,130.40999603
2700,1,164,130.20000268
2699,1,128,130.15000152
2698,1,83,130.13999558
2697,1,64,130.12999726
2696,2,88,130.12999726
2695,1,199,129.93000031
2694,2,214,129.8199978
2693,1,9,129.68999719
2692,1,123,129.40000153
2691,1,198,129.26000023
2690,2,136,129.24000168
2689,1,189,129.229996919
2688,3,82,129.20000076
2687,1,334,129.190000536
2686,2,87,129.16999627
2685,1,136,129.1400032
2684,1,130,129.1300049
2683,1,132,129.06000328
2682,1,251,129.02999878
2681,1,201,128.93000031
2678,1,207,128.86999893
2679,1,249,128.86999893
2680,1,109,128.86999893
2677,1,171,128.680001735
2676,1,215,128.65999984
2675,2,121,128.32999897
2674,3,53,128.16999817
2673,1,304,128.09000015
2672,1,281,128.06999969
2671,1,192,127.99999809
2670,1,341,127.99000168
2669,2,21,127.91999817
2668,1,60,127.86999988
2667,1,338,127.85000039
2666,3,14,127.84999849
2665,2,144,127.84000016
2664,1,196,127.7199974
2663,1,61,127.68999863
2662,1,73,127.670001024
2661,1,108,127.66000176
2660,1,141,127.55000092
2659,2,201,127.549997217
2658,1,6,127.470000264
2657,1,26,127.44999885
2656,1,38,127.43999672
2655,1,301,127.41000079
2654,1,56,127.3099966
2653,1,227,127.2699966
2652,1,136,127.25999832
2651,1,157,127.12999915
2650,2,9,127.02999878
2649,1,210,126.99000263
2648,1,68,126.93999767
2647,1,153,126.88999938
2646,2,14,126.81999778
2645,1,251,126.77999878
2644,1,196,126.65999985
2643,1,2,126.629998203
2642,1,172,126.4400024
2641,2,18,126.4299984
2640,2,87,126.42999649
2639,1,115,126.31000138
2638,1,59,126.22999954
2637,1,24,126.19999885
2636,2,63,126.09999848
2635,1,260,126.09000015
2634,1,57,125.81999588
2633,1,63,125.67999839
2632,2,85,125.64999962
2631,1,215,125.54000259
2630,2,10,125.49999808
2629,1,162,125.47999763
2628,2,92,125.46999932
2627,1,21,125.44000054
2626,1,331,125.240000246
2625,2,119,125.19999694
2624,1,289,125.16999627
2623,1,215,124.96999931
2622,2,26,124.95999908
2621,1,176,124.81000137
2620,1,202,124.73000145
2619,2,93,124.59000016
2618,1,18,124.56000137
2617,1,80,124.48000336
2616,1,221,124.39000321
2615,1,177,124.25999832
2614,1,144,124.25
2613,2,304,124.170001504
2612,1,5,123.959998132
2611,1,187,123.95000077
2610,2,181,123.77999878
2609,1,116,123.62999725
2608,1,224,123.59000015
2607,1,189,123.5699997
2606,1,216,123.44000054
2605,1,54,123.4100008
2604,1,207,123.409999375
2603,1,272,123.349998478
2602,1,255,123.289999
2601,1,130,123.23999786
2600,1,266,123.22999954
2599,1,84,123.16000176
2598,2,3,122.97999954
2597,1,79,122.9699974
2596,1,101,122.9300003
2595,1,219,122.90000152
2594,1,2,122.8100009
2593,1,322,122.80999756
2592,2,131,122.74000168
2591,1,324,122.64999771
2590,1,82,122.61000061
2589,1,249,122.609999175
2588,1,176,122.47000122
2587,1,255,122.469999324
2586,2,14,122.4300003
2585,1,147,122.41999817
2584,1,223,122.399998785
2583,1,211,122.27000046
2582,1,325,122.10000229
2581,1,286,122.06999969
2579,1,88,121.9599991
2580,1,16,121.9599991
2578,1,277,121.85000229
2577,2,109,121.46999931
2576,1,327,121.44999694
2575,1,217,121.44000245
2574,1,34,121.40999794
2573,2,71,121.28999996
2572,1,94,121.26999664
2571,1,15,121.14999961
2570,1,71,121.02999877
2569,1,227,121
2568,1,209,120.95999908
2567,1,311,120.88000107
2566,1,248,120.7899971
2565,2,96,120.70999909
2564,1,244,120.63999558
2563,1,123,120.61999893
2562,1,202,120.56000138
2561,1,141,120.52999878
2560,1,187,120.31999969
2559,1,180,120.29999542
2558,1,252,120.27999878
2557,1,255,120.23999785
2556,1,164,120.19000245
2554,1,9,120
2555,1,4,120
2553,1,216,119.97000122
2552,1,199,119.9000015
2551,1,309,119.87999917
2550,2,207,119.86000061
2549,1,270,119.82999801
2548,2,71,119.66000366
2547,2,198,119.59999847
2546,1,6,119.57000351
2545,1,74,119.45999527
2544,1,92,119.43999863
2543,2,190,119.42000009
2542,1,191,119.369997971
2541,1,2,119.31999588
2540,2,209,119.29999924
2539,1,221,119.160002707
2538,1,239,119.12999916
2537,1,79,119.09000015
2536,1,284,119.08000183
2534,1,305,119.07999802
2535,1,103,119.07999802
2533,2,175,118.99000168
2532,2,247,118.92000008
2531,2,201,118.86999606
2530,1,349,118.84999847
2529,1,141,118.75999832
2528,1,224,118.63999938
2527,2,26,118.43000031
2526,2,67,118.42000008
2525,1,33,118.14999771
2524,1,195,118.06000042
2523,2,204,117.91999817
2522,1,275,117.87999916
2521,2,208,117.86000061
2520,1,204,117.829999922
2519,1,218,117.77999877
2518,1,17,117.71000289
2517,1,212,117.68000031
2516,1,291,117.66000367
2515,1,265,117.54000282
2514,1,236,117.45000174
2513,1,248,117.44000244
2512,2,200,117.42999839
2511,1,236,117.41000366
2510,4,87,117.35999871
2509,1,20,117.19999695
2508,1,317,116.94000244
2507,1,186,116.92000198
2506,2,89,116.91000366
2505,2,234,116.87999726
2504,2,133,116.86000061
2503,1,17,116.7899971
2502,1,251,116.75
2500,1,149,116.73000336
2501,1,93,116.73000336
2499,1,194,116.59000015
2498,1,257,116.57000208
2497,1,77,116.57000161
2496,2,277,116.54999733
2495,1,256,116.54000092
2494,1,209,116.5
2493,1,17,116.46999931
2492,1,9,116.210000991
2491,1,211,116.21000099
2490,1,288,116.16000366
2489,2,257,116.15999985
2488,1,257,116.10000229
2487,1,325,116.06999969
2486,1,157,116.0500021
2485,1,320,115.94000245
2484,2,149,115.92999744
2483,1,345,115.83999633
2482,1,61,115.6800003
2481,1,219,115.52999877
2480,1,191,115.46999741
2479,2,77,115.40000153
2478,1,301,115.39999866
2477,2,52,115.370001315
2476,1,53,115.32999801
2475,1,96,115.29999923
2474,2,53,115.13000107
2473,1,296,115.08999824
2472,3,134,115.080000395
2471,1,255,115.0699997
2470,1,9,115.01000214
2469,1,17,114.84000015
2468,3,181,114.65999985
2467,1,67,114.61000252
2466,1,118,114.59999657
2465,1,230,114.56000137
2464,1,205,114.5599976
2463,2,190,114.53999901
2462,1,104,114.450000756
2461,1,363,114.400003436
2460,1,196,114.38999939
2459,1,73,114.37000083
2458,1,279,114.36000062
2457,2,132,114.36000061
2456,2,60,114.32999802
2455,2,6,114.30999756
2454,1,103,114.26999664
2453,1,76,114.20999908
2452,1,169,114.17000199
2451,1,251,113.95000076
2450,2,8,113.86000062
2449,1,26,113.80999755
2448,1,250,113.73999786
2447,1,31,113.6400032
2446,1,149,113.550001853
2445,2,183,113.52000046
2444,1,67,113.45999908
2443,1,130,113.44000244
2442,1,44,113.439999109
2441,1,199,113.39000035
2440,1,348,113.36000061
2439,1,62,113.240001922
2438,1,328,113.11999893
2437,1,61,113.100001928
2436,1,66,113.070000406
2435,1,175,113.0699997
2434,1,16,113.02999901
2433,1,25,113.00999832
2432,2,62,112.89999771
2431,1,261,112.85999679
2430,1,61,112.81000328
2429,1,81,112.79999924
2428,1,208,112.77999878
2427,1,297,112.72999954
2426,1,213,112.54000092
2424,1,88,112.5
2425,1,5,112.5
2423,1,142,112.430001756
2422,2,94,112.39999771
2421,3,151,112.27000236
2420,1,227,112.13999939
2419,1,306,112.100002303
2418,2,184,112.00999832
2417,1,170,111.989998572
2416,2,281,111.82999801
2415,1,5,111.81999921
2414,2,255,111.800001144
2413,2,132,111.790000438
2412,1,63,111.51999855
2411,2,18,111.47999954
2410,1,296,111.35999775
2409,4,85,111.330001114
2408,1,146,111.07999992
2407,1,88,111.0699997
2406,1,80,110.99000168
2405,2,86,110.9499998
2404,3,77,110.890000938
2403,4,10,110.829998492
2402,1,89,110.82000065
2401,1,238,110.779998298
2400,1,159,110.72000122
2399,1,63,110.65000153
2398,1,70,110.63999939
2397,1,122,110.619998927
2396,1,284,110.59999847
2395,1,291,110.59000206
2394,2,61,110.54000092
2393,1,119,110.29999923
2392,1,68,110.12000275
2391,1,241,109.98000145
2390,3,87,109.97000123
2389,1,247,109.899998658
2388,1,123,109.81999969
2387,1,263,109.81999778
2386,1,353,109.79000092
2385,1,3,109.77000045
2384,1,306,109.74999905
2383,1,250,109.6800003
2382,4,73,109.65999793
2381,3,10,109.62999725
2380,1,135,109.62000275
2379,1,52,109.59000015
2378,1,5,109.55000305
2377,1,227,109.3599987
2376,2,186,109.309998518
2375,1,225,109.290000922
2374,1,246,109.22000122
2373,2,20,109.21999932
2372,2,219,109.20000172
2371,1,209,109.18000412
2370,2,247,109.15000153
2369,1,227,109.07000351
2368,1,11,109.05999755
2367,1,76,108.91999816
2366,1,116,108.90999985
2365,1,230,108.88999939
2364,1,339,108.88000107
2363,1,52,108.76999664
2362,1,252,108.76000214
2361,1,198,108.61999893
2360,1,321,108.61000061
2359,1,180,108.57000161
2358,1,14,108.45000077
2357,2,36,108.42000007
2356,1,271,108.38000011
2355,1,136,108.27999878
2354,2,81,108.26999855
2353,1,116,108.240003827
2352,1,315,108.18000031
2351,1,192,108.14999771
2350,1,94,108.11999893
2349,1,9,108.11999798
2348,1,175,108.079999388
2347,1,365,108
2346,1,231,107.83999824
2345,1,83,107.82999801
2344,1,128,107.80000115
2343,1,193,107.739997388
2342,1,44,107.72999954
2341,1,307,107.71000003
2340,1,149,107.69000244
2339,2,278,107.63000107
2338,1,24,107.529997827
2337,1,326,107.4600029
2336,1,196,107.37999725
2335,3,136,107.36000061
2334,1,145,107.35000229
2333,1,184,107.149997717
2332,1,284,107.09999846
2331,1,363,107.09000015
2330,1,17,107.070000169
2329,1,169,107.06000138
2328,1,195,107.05000115
2327,1,16,107.02000046
2326,3,81,106.959998132
2325,1,66,106.89999771
2324,1,59,106.88999939
2323,2,31,106.82999898
2322,1,150,106.8199997
2321,1,187,106.69999886
2320,1,236,106.5399971
2319,2,254,106.49999999
2318,2,129,106.489999298
2317,2,73,106.46999931
2316,1,11,106.43000031
2315,1,344,106.37000084
2314,2,203,106.369999057
2313,1,30,106.35000038
2312,1,147,106.29000091
2311,2,90,106.26999664
2310,1,342,106.23000144
2309,1,246,106.20999909
2308,1,275,106.07999993
2307,1,136,106.02999878
2306,1,215,105.96999932
2305,3,122,105.87000276
2304,1,55,105.849999066
2303,2,26,105.800001625
2302,2,69,105.75000191
2301,1,2,105.730002998
2300,1,268,105.72999954
2299,2,3,105.63000011
2298,2,10,105.55999756
2297,2,349,105.510000703
2296,1,269,105.5
2295,1,114,105.37000275
2294,2,193,105.21999933
2293,1,269,105.20999527
2292,2,10,105.19000053
2291,1,344,105.1800003
2290,1,30,105.03000259
2289,1,172,105.02000045
2288,1,214,105.01999854
2287,1,9,104.95999908
2286,1,229,104.81000138
2285,1,193,104.800002574
2284,2,195,104.75999832
2283,2,159,104.62000084
2282,1,67,104.59999848
2281,2,91,104.549998278
2280,1,225,104.51000022
2279,1,208,104.40999985
2278,1,206,104.39999771
2277,1,305,104.30999756
2276,2,63,104.28000069
2275,1,156,104.13999939
2274,2,203,104.09999847
2273,1,90,104.09000015
2272,1,247,104.08000183
2271,1,337,104.020001359
2270,2,143,103.9600029
2269,1,206,103.88999939
2268,1,318,103.83999634
2267,2,89,103.83000183
2266,1,196,103.82999992
2265,1,62,103.829999447
2264,1,10,103.75
2263,1,170,103.74999618
2262,1,2,103.60000229
2261,1,101,103.54000092
2260,1,286,103.51999664
2259,1,205,103.38999939
2258,1,184,103.33000183
2257,1,177,103.31999969
2256,1,184,103.300001626
2255,1,359,103.29000092
2254,1,343,103.230001454
2253,1,16,103.22999954
2252,2,115,103.22000122
2251,1,347,103.180000311
2250,1,297,103.15999985
2249,1,235,103.08000184
2248,2,135,103.00999832
2247,1,308,102.939999402
2245,1,83,102.93000031
2246,1,163,102.93000031
2244,1,80,102.86999893
2243,1,132,102.81999969
2242,2,283,102.69000148
2241,1,207,102.62999917
2240,1,175,102.56000137
2239,1,21,102.55000114
2238,2,144,102.53999901
2237,1,159,102.52000046
2236,2,17,102.50999832
2235,1,176,102.40000153
2234,1,129,102.37000275
2233,1,226,102.329999095
2232,1,304,102.29999924
2231,1,185,102.2800026
2230,2,127,102.22000123
2229,1,56,102.209998129
2228,1,83,102.19999695
2227,1,108,102.15000153
2226,2,229,102.11999893
2225,1,306,102.10000229
2224,2,143,102.05000115
2223,1,85,101.87000275
2222,1,42,101.83999824
2221,1,339,101.67000199
2220,1,180,101.63999939
2219,2,143,101.620002274
2218,1,138,101.5399971
2217,1,55,101.52999878
2216,1,318,101.49999999
2215,1,185,101.49000168
2214,2,157,101.38000107
2213,1,309,101.36999893
2212,1,188,101.349999428
2211,1,66,101.15999985
2210,1,318,101.09000015
2209,1,170,101.07000351
2208,1,116,101.02999878
2207,1,301,101.00999832
2206,1,19,100.98999786
2205,1,249,100.97000122
2204,1,31,100.87999916
2203,1,69,100.870000367
2202,2,268,100.8599987
2201,1,151,100.85999679
2200,1,192,100.84999847
2199,1,118,100.84000015
2198,1,2,100.77999877
2197,1,312,100.77000046
2196,1,245,100.76999855
2195,1,72,100.63000106
2194,1,346,100.56999969
2193,1,50,100.56000137
2192,1,120,100.53000259
2191,1,189,100.45999909
2190,1,121,100.43000031
2189,1,269,100.39999581
2188,1,56,100.36999703
2187,1,194,100.31999588
2186,1,326,100.28000068
2185,1,325,100.27000046
2184,1,189,100.260001185
2183,1,11,100.24000168
2182,1,124,100.23000144
2181,1,5,100.05999755
2180,1,311,99.99999809
2179,1,17,99.919999123
2178,1,11,99.809997677
2177,1,17,99.75
2176,1,298,99.72999954
2175,1,302,99.65000152
2174,1,53,99.61999893
2173,1,22,99.39999962
2172,1,244,99.37999725
2171,1,283,99.34999848
2170,1,170,99.32999802
2169,1,145,99.23999786
2168,2,12,99.20999718
2167,1,349,99.13999844
2166,1,93,99.13000106
2163,2,4,99.11999893
2164,1,59,99.11999893
2165,1,285,99.11999893
2162,1,204,99.099999436
2161,1,168,99.04000091
2160,1,234,98.97000122
2159,2,3,98.88000107
2158,1,320,98.84000015
2157,1,255,98.81999779
2156,1,179,98.79999923
2155,2,80,98.67000199
2154,1,256,98.61999893
2153,1,234,98.57000161
2152,1,350,98.52999878
2151,1,20,98.52999877
2150,1,100,98.45999909
2149,2,51,98.44999909
2148,1,255,98.44999695
2147,1,186,98.27000045
2146,1,86,98.23999787
2145,1,53,98.15999985
2144,3,143,98.130000718
2143,1,76,98.01000214
2142,1,86,98
2141,1,124,97.96000099
2140,1,360,97.90999985
2139,1,203,97.89000321
2138,1,136,97.86999893
2137,1,240,97.77000046
2136,1,89,97.76000214
2135,1,304,97.68000031
2134,1,11,97.51999664
2133,2,186,97.50999832
2132,1,227,97.47000122
2131,1,21,97.44999695
2130,1,70,97.36999893
2129,1,193,97.36000061
2128,1,77,97.19999885
2127,1,71,97.05999756
2126,1,312,96.950002197
2125,1,54,96.90999985
2124,2,179,96.87000275
2123,2,27,96.81000138
2122,1,176,96.68999863
2121,1,119,96.64999771
2120,1,364,96.63999939
2119,1,64,96.60000229
2118,1,202,96.58000183
2116,1,299,96.55999756
2117,1,337,96.55999756
2115,1,150,96.54999924
2114,1,192,96.43000031
2111,1,287,96.34999847
2112,1,291,96.34999847
2113,1,256,96.34999847
2110,1,129,96.26999855
2109,1,344,96.22000123
2108,1,203,96.13000106
2107,1,260,96.11000061
2106,1,289,96.09000015
2105,1,277,96.07999801
2104,2,2,96.06999778
2103,1,195,95.91999817
2102,1,228,95.88999939
2101,1,248,95.87999726
2100,1,56,95.8199997
2099,1,193,95.809999943
2098,6,22,95.809999213
2097,1,236,95.77999782
2096,1,72,95.70999908
2095,1,23,95.69999695
2094,1,100,95.68000031
2093,1,94,95.6800003
2092,1,292,95.65999794
2091,2,248,95.65000153
2090,1,98,95.63000107
2089,1,188,95.61999894
2088,1,147,95.59000015
2087,1,218,95.53000069
2086,1,80,95.48999976
2085,2,83,95.46999741
2084,1,135,95.43000031
2083,1,289,95.1800003
2082,1,268,95.160001986
2081,1,199,95.02000046
2080,2,15,94.93999863
2079,1,114,94.90999985
2078,4,47,94.899999621
2077,1,174,94.899998666
2076,1,107,94.86000061
2075,2,70,94.80999756
2074,4,51,94.77999879
2073,2,59,94.77000045
2072,1,248,94.76000214
2070,1,264,94.72000122
2071,1,70,94.72000122
2069,1,326,94.65999985
2068,1,335,94.63999939
2067,2,57,94.63999938
2066,2,81,94.57999801
2065,2,180,94.500002392
2064,1,194,94.38999939
2063,2,69,94.36000061
2062,1,182,94.350000863
2061,1,209,94.33000184
2060,1,163,94.25999832
2059,2,122,94.20999908
2058,2,109,94.16000366
2057,1,254,94.059998518
2056,1,86,93.9699974
2055,1,228,93.94999885
2054,2,68,93.88999939
2053,1,207,93.84000015
2052,2,21,93.82999801
2051,1,264,93.76000214
2050,3,179,93.76000117
2048,1,229,93.75999832
2049,2,11,93.75999832
2047,1,4,93.72000122
2046,1,216,93.65999985
2045,1,79,93.54000091
2044,1,219,93.480001456
2043,1,59,93.389999868
2042,1,301,93.38999843
2041,2,3,93.34000015
2040,1,213,93.30000019
2039,1,185,93.23999786
2038,2,13,93.22999954
2037,1,214,93.16999816
2036,1,255,93.129999397
2035,1,131,93.11999893
2034,1,202,93.10000229
2033,5,26,92.899999136
2032,1,71,92.82999802
2031,1,72,92.81999969
2030,1,229,92.80000305
2029,1,2,92.69999886
2028,1,109,92.6800003
2027,1,328,92.63000107
2026,1,18,92.619999871
2025,1,141,92.59000015
2024,1,218,92.58999824
2023,1,241,92.5699997
2022,1,363,92.52999878
2021,1,189,92.5
2020,1,247,92.44000244
2019,1,285,92.40000153
2018,1,87,92.36999894
2017,2,192,92.22999859
2016,1,291,92.16999817
2015,1,227,92.13000107
2014,1,190,91.950000288
2013,3,95,91.91999912
2012,1,9,91.87999725
2011,2,226,91.819998733
2010,1,360,91.77000046
2009,1,298,91.74000168
2008,1,165,91.73999786
2007,1,81,91.65999985
2006,2,141,91.639999038
2005,2,82,91.60000229
2004,2,212,91.59000015
2003,1,322,91.5699997
2002,1,277,91.55999756
2001,1,189,91.54999924
2000,1,194,91.5399971
1999,1,29,91.39000034
1998,1,252,91.23999786
1997,1,196,91.06000328
1996,1,153,91.01000214
1993,1,188,90.95000076
1994,1,75,90.95000076
1995,1,9,90.95000076
1992,1,76,90.91000366
1991,2,18,90.89999962
1990,2,133,90.8900013
1989,1,218,90.720001939
1988,1,103,90.68999863
1987,1,308,90.68000031
1986,1,171,90.6400032
1985,1,79,90.45000076
1984,2,3,90.29000091
1983,1,202,90.27999878
1982,2,121,90.17000199
1981,2,29,90.13999939
1980,1,240,90.05999756
1979,1,164,90.01000214
1977,1,70,90.00999832
1978,1,10,90.00999832
1975,1,286,89.97000122
1976,1,209,89.97000122
1974,2,269,89.85000039
1973,1,198,89.85000038
1972,1,149,89.81999969
1971,1,282,89.77000046
1970,1,298,89.550000665
1969,1,119,89.52000046
1968,1,67,89.51000214
1967,3,276,89.51000118
1966,1,126,89.50999832
1965,5,178,89.449999935
1964,1,104,89.41999817
1962,1,261,89.29999924
1963,1,64,89.29999924
1961,1,240,89.29999923
1960,2,38,89.289999949
1959,1,182,89.25999832
1958,1,319,89.15999794
1957,1,243,89.12999725
1956,1,89,89.06999969
1955,1,153,88.9699974
1954,1,250,88.95000076
1953,1,288,88.94000149
1952,1,120,88.86000061
1951,1,155,88.8500023
1950,1,192,88.84999847
1949,1,73,88.70000076
1948,1,257,88.660002469
1947,1,12,88.65999793
1946,1,60,88.61000061
1945,2,44,88.570001601
1944,1,251,88.49000168
1943,1,195,88.440001488
1942,2,13,88.40999985
1941,2,14,88.29999924
1940,1,227,88.28999806
1939,1,319,88.25
1938,1,3,88.229999428
1937,1,126,88.19999695
1936,2,49,88.15000057
1935,1,244,88.13999749
1934,2,181,88.00999642
1933,3,180,87.99000072
1932,1,289,87.87999916
1931,1,342,87.86000061
1930,1,214,87.8599987
1929,1,119,87.76999664
1927,1,189,87.76000214
1928,1,198,87.76000214
1924,1,260,87.65000153
1925,1,279,87.65000153
1926,1,148,87.65000153
1923,1,59,87.59999848
1922,1,87,87.3500023
1921,2,155,87.31999779
1920,1,303,87.23999786
1919,1,300,87.22000122
1918,2,222,87.21999931
1916,1,118,87.20000076
1917,1,95,87.20000076
1915,3,112,87.200000746
1914,1,7,87.19999885
1913,1,64,87.18999863
1912,1,332,87.18000031
1911,1,6,87.06999969
1910,1,324,86.95999908
1909,2,34,86.81999779
1908,1,198,86.75999832
1907,1,88,86.70000077
1906,1,164,86.670000076
1905,1,72,86.62999726
1903,1,59,86.57999801
1904,1,74,86.57999801
1902,1,129,86.41999817
1901,2,85,86.37999726
1900,1,277,86.34999848
1899,1,349,86.32999801
1898,2,56,86.24999809
1897,2,141,86.24000168
1896,3,52,86.22000122
1895,1,213,86.17000007
1894,1,51,86.1500013
1893,1,341,86.109998703
1892,1,80,86.08000374
1891,1,331,86.04000092
1890,1,247,85.90999985
1889,2,144,85.88999748
1888,2,56,85.88000106
1887,1,83,85.59999848
1886,1,172,85.54999924
1885,1,115,85.54000378
1884,1,161,85.5
1883,2,54,85.47999954
1882,1,127,85.4699974
1881,1,193,85.25000191
1880,2,118,85.22999954
1879,1,276,85.09999848
1878,1,149,85.040000687
1876,1,139,84.91000366
1877,1,175,84.91000366
1875,1,214,84.82999897
1874,1,194,84.80000305
1873,1,9,84.77000046
1872,1,222,84.72999954
1871,1,294,84.53000259
1870,2,132,84.39000129
1869,1,81,84.37999726
1868,1,86,84.36000062
1867,1,39,84.32999802
1866,1,354,84.249998565
1865,1,308,84.22999954
1864,1,215,84.18999863
1863,1,229,84.08000183
1862,1,82,84.02000046
1860,1,143,83.91999817
1861,1,207,83.91999817
1859,1,205,83.90000248
1858,1,310,83.80999946
1857,1,284,83.79999924
1856,1,69,83.73999786
1855,3,75,83.61999988
1854,2,10,83.56999969
1853,2,67,83.46999931
1852,1,85,83.44000244
1851,1,14,83.4299984
1850,1,304,83.41999817
1849,2,180,83.34000015
1848,4,13,83.319997794
1847,1,250,83.24000168
1846,1,249,83.23999786
1845,1,271,83.22999954
1844,1,80,83.219997879
1843,1,21,83.20000077
1842,2,7,83.20000076
1841,1,255,83.150000568
1840,1,61,83.13000107
1839,1,38,83.06000138
1838,1,55,82.97000218
1835,1,204,82.97000122
1836,1,228,82.97000122
1837,1,311,82.97000122
1834,1,214,82.91000176
1833,1,171,82.850002293
1832,1,317,82.79999923
1831,1,234,82.749999531
1830,1,280,82.62999916
1829,1,160,82.61999893
1828,1,129,82.61000061
1827,1,325,82.60000229
1826,1,120,82.60000039
1825,1,6,82.57999801
1824,1,2,82.51000022
1822,2,152,82.5
1823,1,73,82.5
1821,1,343,82.48999786
1820,1,20,82.360000134
1819,1,309,82.3200016
1818,1,278,82.17000008
1817,1,332,82.099999423
1816,1,88,81.98999977
1815,1,282,81.91000366
1814,1,19,81.890000938
1813,1,57,81.81000138
1812,1,296,81.64999962
1811,1,15,81.56999969
1810,2,222,81.529999734
1809,2,75,81.46000004
1808,1,6,81.41999817
1807,1,297,81.3900013
1806,1,52,81.37000084
1805,1,344,81.35000038
1804,1,248,81.31999969
1803,1,126,81.27999878
1802,1,7,81.25
1801,1,163,81.06999969
1800,1,210,81.05000115
1799,2,57,81.04000091
1798,1,247,80.98999977
1797,1,222,80.91999817
1796,2,128,80.82999992
1792,1,234,80.63000107
1793,2,18,80.63000107
1794,1,222,80.63000107
1795,1,167,80.63000107
1791,1,250,80.62999726
1790,1,22,80.600000859
1788,1,333,80.59999847
1789,1,158,80.59999847
1787,1,345,80.57999992
1786,1,215,80.5699997
1785,1,334,80.56999969
1784,1,51,80.45999908
1783,1,77,80.44999885
1782,1,364,80.42999649
1781,1,314,80.37999916
1780,1,287,80.35999679
1779,1,165,80.29000092
1778,1,221,80.25
1777,1,248,80.130001073
1776,1,130,80.12999725
1775,1,63,80.12000084
1774,1,16,80.089998959
1773,3,82,79.990000243
1772,3,61,79.90000152
1771,1,77,79.890000817
1770,1,251,79.83999824
1769,2,110,79.66000176
1768,1,72,79.65999985
1767,1,302,79.60000038
1766,1,188,79.58000183
1765,2,307,79.52000046
1764,1,265,79.5
1763,1,330,79.48000336
1762,1,143,79.41999817
1761,1,122,79.41999816
1760,1,287,79.33000183
1759,1,186,79.26999855
1757,1,298,79.25
1758,1,297,79.25
1756,1,218,79.24000168
1755,1,157,79.23999786
1753,1,310,79.23000336
1754,1,214,79.23000336
1752,1,255,79
1751,1,27,78.99000168
1750,1,126,78.9299984
1749,1,220,78.91999817
1748,3,62,78.910001763
1747,1,292,78.90000153
1746,1,306,78.77999878
1745,1,209,78.75
1744,1,94,78.74999809
1743,2,94,78.600002286
1742,1,223,78.58999634
1741,1,235,78.5
1740,1,350,78.48999787
1739,1,114,78.42000199
1737,1,140,78.34999847
1738,1,311,78.34999847
1736,1,92,78.28000069
1734,1,171,78.26000214
1735,1,279,78.26000214
1733,1,11,78.18999863
1732,1,8,78.1800003
1731,1,155,78.13000107
1730,1,29,78.01999664
1729,2,68,77.88999939
1728,2,104,77.85000038
1727,2,221,77.84000015
1726,1,56,77.83000183
1725,1,3,77.8200016
1724,1,161,77.80999756
1723,2,305,77.79999924
1722,2,56,77.63999939
1721,2,18,77.61000061
1720,2,79,77.54000091
1719,1,195,77.52000046
1718,1,215,77.48999977
1717,1,313,77.38999938
1716,1,74,77.32000161
1715,1,131,77.31999969
1714,2,26,77.30999756
1713,1,80,77.26000214
1712,1,9,77.210000994
1711,1,203,77.149997713
1710,1,174,77.01999664
1709,1,302,76.830000885
1708,1,334,76.76999664
1707,2,129,76.73999977
1706,1,284,76.69999886
1705,1,108,76.68000031
1704,1,5,76.64999771
1703,2,30,76.600001091
1699,1,121,76.55000305
1700,1,209,76.55000305
1701,1,137,76.55000305
1702,1,215,76.55000305
1698,1,122,76.479998828
1697,1,67,76.3900032
1696,1,233,76.38999939
1695,1,314,76.370000833
1694,1,139,76.339999199
1693,1,169,76.31999969
1692,1,195,76.25000095
1691,1,89,76.19999885
1690,1,251,76.04999828
1689,2,130,75.98999977
1688,1,252,75.91000175
1687,2,24,75.819998742
1686,3,133,75.799999955
1685,1,290,75.79999923
1684,1,331,75.78000069
1683,1,248,75.77999878
1682,1,6,75.740001318
1681,1,34,75.72000122
1680,1,280,75.54000092
1679,1,101,75.52000046
1678,1,185,75.36000061
1677,1,87,75.33999825
1676,1,226,75.3200016
1675,1,219,75.25
1674,1,159,75.24000168
1673,1,33,75.16999817
1672,1,14,75.15000153
1669,1,220,75.09999847
1670,1,150,75.09999847
1671,1,297,75.09999847
1668,1,53,75.0699997
1658,1,52,75.01999664
1659,1,68,75.01999664
1660,1,62,75.01999664
1661,1,60,75.01999664
1662,1,11,75.01999664
1663,1,212,75.01999664
1664,1,95,75.01999664
1665,1,27,75.01999664
1666,1,24,75.01999664
1667,1,24,75.01999664
1657,1,220,74.94000244
1656,1,208,74.939999585
1655,1,210,74.920001986
1654,1,241,74.880001067
1653,1,61,74.83999825
1652,1,339,74.73000336
1651,1,258,74.63999939
1650,1,231,74.62999725
1649,1,352,74.56000137
1648,1,76,74.5
1647,1,224,74.45999908
1646,1,286,74.42999935
1645,1,364,74.3199997
1644,2,165,74.18000031
1643,1,203,74.06999969
1642,1,177,73.949996474
1641,2,10,73.86000061
1640,2,85,73.6799984
1637,1,276,73.66999817
1638,1,298,73.66999817
1639,1,254,73.66999817
1636,2,10,73.639999869
1635,1,296,73.630001187
1634,1,252,73.52000046
1633,1,164,73.510001897
1632,1,159,73.38999748
1630,1,314,73.35000228
1631,1,200,73.35000228
1628,1,359,73.25
1629,1,157,73.25
1627,1,115,73.23000336
1626,1,283,73.21000099
1625,1,229,73.15000153
1624,2,28,73.09000015
